Id,algebra,programming,data science,robotics,economics,job,salary
2990,94,98,68,61,59,robotics engineer,1100000
2991,81,74,72,87,98,senior developer,570000
2992,59,70,59,78,75,senior developer,520000
2993,86,72,52,66,87,robotics engineer,790000
2994,55,85,89,96,99,junior developer,140000
2995,83,51,83,62,50,data scientist,650000
2996,67,58,92,79,52,data scientist,670000
2997,54,92,59,75,58,data scientist,910000
2998,83,76,98,62,90,junior developer,190000
2999,64,73,87,98,76,data scientist,690000
3000,67,75,53,64,51,senior developer,490000
3001,75,80,67,74,89,developer,360000
3002,74,76,94,64,85,robotics engineer,1000000
3003,77,63,84,90,97,robotics engineer,910000
3004,58,51,53,66,93,robotics engineer,820000
3005,95,80,60,88,70,data scientist,880000
3006,79,71,93,50,72,data scientist,720000
3007,76,71,69,76,81,senior developer,460000
3008,93,91,63,92,79,senior developer,650000
3009,58,99,65,80,50,economist,350000
3010,63,54,50,68,98,data scientist,600000
3011,78,71,50,63,62,economist,360000
3012,95,63,75,54,53,developer,330000
3013,66,88,53,93,86,developer,360000
3014,72,94,80,68,57,data scientist,950000
3015,90,52,79,94,73,developer,310000
3016,89,73,74,78,77,robotics engineer,900000
3017,93,78,93,69,57,junior developer,190000
3018,62,64,95,93,69,economist,380000
3019,97,50,58,95,93,data scientist,600000
3020,85,98,56,79,78,robotics engineer,1100000
3021,62,66,69,62,74,data scientist,680000
3022,58,99,77,69,80,robotics engineer,1110000
3023,62,69,60,79,53,senior developer,500000
3024,50,50,89,88,75,robotics engineer,750000
3025,80,94,93,58,56,developer,330000
3026,71,73,72,96,60,senior developer,490000
3027,78,63,59,84,65,robotics engineer,980000
3028,68,91,90,59,97,senior developer,630000
3029,83,87,97,97,61,economist,430000
3030,83,59,71,90,95,data scientist,650000
3031,60,72,66,75,72,junior developer,150000
3032,73,70,90,57,91,senior developer,470000
3033,53,77,82,74,76,developer,280000
3034,82,97,59,62,66,economist,360000
3035,55,82,86,91,79,robotics engineer,1170000
3036,70,85,81,86,68,economist,330000
3037,60,89,90,82,71,developer,300000
3038,88,53,82,83,81,data scientist,680000
3039,96,50,92,69,71,robotics engineer,830000
3040,61,71,98,50,99,data scientist,730000
3041,87,87,81,71,99,economist,470000
3042,94,79,59,58,77,senior developer,620000
3043,91,89,67,90,65,developer,390000
3044,99,87,84,84,56,robotics engineer,1170000
3045,55,75,57,64,69,senior developer,500000
3046,63,70,56,55,76,senior developer,450000
3047,84,67,71,75,90,data scientist,730000
3048,76,53,87,66,79,robotics engineer,740000
3049,57,95,73,71,57,junior developer,150000
3050,92,55,93,71,78,developer,270000
3051,54,84,85,94,69,senior developer,670000
3052,64,96,71,61,63,senior developer,610000
3053,99,65,98,52,86,data scientist,750000
3054,81,68,70,53,50,junior developer,170000
3055,99,99,73,60,91,robotics engineer,1030000
3056,51,90,84,99,72,junior developer,160000
3057,51,98,54,92,97,data scientist,780000
3058,96,76,54,71,79,robotics engineer,1000000
3059,91,94,75,84,91,senior developer,680000
3060,52,73,57,78,80,economist,350000
3061,67,69,52,93,61,junior developer,150000
3062,86,81,52,68,74,senior developer,520000
3063,86,91,78,98,94,data scientist,800000
3064,82,97,95,92,80,developer,400000
3065,96,79,86,73,93,developer,330000
3066,51,77,86,53,76,data scientist,740000
3067,87,67,59,92,72,data scientist,650000
3068,82,95,62,88,51,developer,410000
3069,68,87,84,67,63,senior developer,580000
3070,94,51,98,83,87,developer,270000
3071,56,74,93,86,54,robotics engineer,880000
3072,53,77,64,53,59,economist,340000
3073,59,94,95,77,72,junior developer,180000
3074,72,96,92,87,81,developer,340000
3075,90,87,90,65,89,economist,400000
3076,98,54,74,99,81,developer,270000
3077,89,90,64,73,81,robotics engineer,1000000
3078,65,72,51,87,94,developer,260000
3079,69,97,85,90,58,robotics engineer,1220000
3080,52,55,65,86,73,junior developer,110000
3081,60,68,77,65,69,robotics engineer,820000
3082,54,50,81,75,69,economist,290000
3083,79,51,96,70,76,economist,400000
3084,53,67,79,57,69,developer,230000
3085,65,92,54,98,62,data scientist,850000
3086,90,73,62,61,95,junior developer,170000
3087,71,50,55,58,81,robotics engineer,630000
3088,69,58,75,83,86,developer,280000
3089,92,51,91,79,76,robotics engineer,880000
3090,59,91,58,63,92,developer,380000
3091,82,77,99,72,94,junior developer,190000
3092,92,92,98,68,62,junior developer,180000
3093,79,58,58,83,51,senior developer,540000
3094,84,51,52,85,60,robotics engineer,960000
3095,84,64,68,85,68,developer,270000
3096,81,87,93,70,69,economist,350000
3097,68,89,69,87,66,robotics engineer,1160000
3098,78,99,60,64,83,junior developer,200000
3099,56,80,80,65,91,junior developer,160000
3100,55,80,80,98,61,data scientist,860000
3101,71,89,87,51,83,robotics engineer,970000
3102,67,93,96,53,73,economist,450000
3103,85,59,88,57,98,developer,300000
3104,56,73,50,92,97,economist,360000
3105,50,87,84,90,98,developer,340000
3106,69,68,87,69,86,senior developer,560000
3107,92,87,62,90,78,economist,450000
3108,79,55,90,86,80,junior developer,150000
3109,51,86,81,78,94,robotics engineer,990000
3110,68,77,81,75,66,senior developer,610000
3111,75,83,85,50,56,junior developer,190000
3112,60,78,67,89,70,robotics engineer,990000
3113,70,68,71,69,66,senior developer,520000
3114,55,68,57,62,94,data scientist,630000
3115,86,96,92,74,63,developer,420000
3116,61,96,75,80,60,junior developer,170000
3117,97,69,87,84,67,junior developer,190000
3118,98,59,84,89,88,economist,400000
3119,65,61,66,79,55,economist,330000
3120,76,86,88,81,62,junior developer,170000
3121,92,83,86,79,86,senior developer,610000
3122,93,83,58,70,96,robotics engineer,1030000
3123,85,85,56,64,51,junior developer,180000
3124,90,60,67,96,51,robotics engineer,880000
3125,61,69,80,91,65,data scientist,780000
3126,54,97,95,56,50,developer,370000
3127,69,51,92,96,86,economist,350000
3128,93,58,54,60,63,robotics engineer,800000
3129,95,50,50,55,94,junior developer,170000
3130,91,93,73,94,69,robotics engineer,1130000
3131,86,61,55,53,70,robotics engineer,680000
3132,90,97,51,51,91,senior developer,570000
3133,93,64,58,57,88,developer,340000
3134,97,73,96,71,54,robotics engineer,1070000
3135,63,55,67,83,85,economist,420000
3136,58,60,69,54,86,data scientist,710000
3137,59,84,55,67,92,developer,300000
3138,59,72,77,63,86,economist,340000
3139,95,67,95,99,66,developer,290000
3140,73,88,78,56,54,robotics engineer,830000
3141,69,70,83,55,75,developer,260000
3142,86,96,91,90,87,senior developer,630000
3143,89,57,59,87,90,senior developer,530000
3144,85,61,55,96,97,robotics engineer,900000
3145,64,87,67,83,94,data scientist,760000
3146,63,83,62,92,71,data scientist,820000
3147,82,74,95,91,95,senior developer,520000
3148,91,88,71,90,82,senior developer,620000
3149,85,81,66,55,72,junior developer,180000
3150,56,79,92,82,63,economist,330000
3151,69,99,76,70,83,robotics engineer,1140000
3152,96,57,88,59,73,economist,370000
3153,93,53,66,68,53,junior developer,150000
3154,68,74,88,59,81,senior developer,590000
3155,70,66,93,54,68,data scientist,740000
3156,69,71,97,96,52,junior developer,160000
3157,58,83,86,74,74,developer,280000
3158,79,63,63,72,55,senior developer,440000
3159,55,52,75,73,73,junior developer,130000
3160,72,98,61,55,87,junior developer,180000
3161,89,64,76,85,97,junior developer,140000
3162,90,80,81,86,88,developer,380000
3163,82,90,56,68,55,data scientist,910000
3164,56,91,73,90,98,data scientist,800000
3165,78,51,78,96,52,robotics engineer,860000
3166,83,97,88,66,69,senior developer,580000
3167,53,70,63,81,52,developer,260000
3168,91,74,90,98,63,junior developer,150000
3169,71,75,57,76,67,senior developer,550000
3170,52,81,53,70,84,senior developer,450000
3171,66,77,53,72,93,economist,390000
3172,71,58,64,93,68,robotics engineer,900000
3173,60,65,89,54,69,robotics engineer,880000
3174,59,66,51,86,67,junior developer,150000
3175,62,54,94,51,68,developer,240000
3176,75,56,93,71,92,robotics engineer,860000
3177,62,83,63,57,60,economist,360000
3178,80,67,96,50,92,data scientist,720000
3179,94,72,70,54,92,developer,290000
3180,82,54,64,93,88,economist,410000
3181,79,69,81,63,55,developer,330000
3182,50,92,63,59,53,junior developer,170000
3183,92,82,89,57,87,robotics engineer,970000
3184,58,74,56,89,87,developer,290000
3185,98,67,63,83,66,robotics engineer,860000
3186,98,87,52,57,81,junior developer,190000
3187,65,74,96,83,52,data scientist,820000
3188,72,96,63,86,98,robotics engineer,920000
3189,74,60,65,55,74,senior developer,450000
3190,55,54,52,97,53,data scientist,540000
3191,71,79,59,91,73,robotics engineer,1120000
3192,88,74,91,67,98,developer,320000
3193,74,66,75,81,56,robotics engineer,820000
3194,63,61,89,71,55,senior developer,480000
3195,78,73,78,57,58,developer,340000
3196,91,72,61,59,95,data scientist,810000
3197,92,69,99,99,54,senior developer,550000
3198,93,54,57,70,97,data scientist,570000
3199,76,52,52,85,77,developer,270000
3200,89,87,50,91,97,economist,460000
3201,51,79,60,71,89,robotics engineer,870000
3202,64,96,95,60,68,junior developer,150000
3203,97,95,73,87,91,senior developer,640000
3204,57,81,72,76,78,data scientist,810000
3205,88,51,61,61,96,data scientist,690000
3206,95,98,61,82,79,data scientist,1010000
3207,82,54,62,66,74,developer,240000
3208,77,68,74,69,69,robotics engineer,960000
3209,85,87,57,71,93,data scientist,890000
3210,93,57,84,99,63,data scientist,830000
3211,95,74,54,51,56,junior developer,190000
3212,68,93,66,67,85,data scientist,900000
3213,73,55,87,80,94,senior developer,560000
3214,66,77,51,88,79,junior developer,150000
3215,58,88,63,61,84,robotics engineer,950000
3216,75,79,53,61,59,robotics engineer,840000
3217,85,74,54,70,55,robotics engineer,930000
3218,57,56,60,79,75,data scientist,630000
3219,53,96,57,99,97,junior developer,140000
3220,63,82,82,56,89,developer,330000
3221,50,86,74,84,78,senior developer,500000
3222,70,98,72,86,60,data scientist,990000
3223,58,73,51,58,80,data scientist,770000
3224,99,55,84,71,94,data scientist,730000
3225,68,69,90,50,82,robotics engineer,850000
3226,50,66,76,55,93,economist,330000
3227,55,54,53,91,84,developer,250000
3228,57,54,80,55,71,data scientist,680000
3229,68,75,98,60,82,data scientist,840000
3230,66,65,94,84,90,data scientist,840000
3231,57,66,73,98,87,data scientist,730000
3232,58,93,76,92,64,senior developer,530000
3233,93,92,64,72,90,data scientist,980000
3234,83,51,54,54,77,data scientist,520000
3235,68,86,55,91,61,developer,340000
3236,70,54,96,64,56,junior developer,150000
3237,99,68,77,52,78,data scientist,830000
3238,83,87,61,83,98,economist,430000
3239,99,89,56,59,57,developer,340000
3240,70,84,72,72,85,robotics engineer,1020000
3241,68,77,85,66,98,developer,300000
3242,94,77,89,54,98,junior developer,190000
3243,88,80,50,66,62,senior developer,500000
3244,76,89,83,62,61,data scientist,1000000
3245,60,69,83,63,75,economist,390000
3246,72,78,75,91,93,economist,480000
3247,57,86,61,83,90,senior developer,590000
3248,72,69,76,56,78,developer,270000
3249,94,86,68,98,69,robotics engineer,1070000
3250,82,74,60,81,66,economist,420000
3251,51,76,96,57,51,developer,300000
3252,59,67,80,52,60,data scientist,720000
3253,86,86,79,81,76,developer,350000
3254,75,84,69,96,56,senior developer,650000
3255,98,83,85,67,91,senior developer,620000
3256,92,89,91,74,64,economist,370000
3257,69,90,59,76,94,developer,330000
3258,83,78,72,84,99,senior developer,500000
3259,87,61,73,83,89,junior developer,170000
3260,55,96,53,79,93,economist,340000
3261,95,78,95,91,60,robotics engineer,1130000
3262,95,61,67,90,80,data scientist,680000
3263,89,88,85,72,59,senior developer,640000
3264,84,85,79,91,99,senior developer,560000
3265,76,96,58,62,88,economist,400000
3266,98,55,85,89,97,senior developer,480000
3267,97,78,67,54,90,robotics engineer,860000
3268,54,69,79,52,64,junior developer,120000
3269,94,56,90,91,81,economist,470000
3270,75,76,88,58,55,robotics engineer,840000
3271,58,92,53,50,89,data scientist,800000
3272,83,80,58,96,82,economist,460000
3273,84,69,77,78,74,data scientist,860000
3274,72,71,81,57,89,data scientist,810000
3275,87,98,60,58,64,robotics engineer,1000000
3276,63,54,96,58,57,developer,210000
3277,64,81,52,70,99,junior developer,140000
3278,90,62,55,90,65,senior developer,490000
3279,62,78,89,68,55,economist,360000
3280,89,86,86,95,73,robotics engineer,1200000
3281,59,85,55,99,76,developer,340000
3282,84,79,93,96,79,developer,290000
3283,60,67,68,87,62,data scientist,590000
3284,75,69,88,70,88,senior developer,610000
3285,88,63,88,68,82,junior developer,140000
3286,69,60,95,53,88,robotics engineer,830000
3287,93,51,83,83,96,data scientist,630000
3288,51,91,98,88,78,developer,290000
3289,52,81,52,98,89,junior developer,150000
3290,97,50,59,70,65,junior developer,140000
3291,67,80,61,83,56,data scientist,850000
3292,96,79,83,80,94,senior developer,650000
3293,52,87,54,89,76,developer,330000
3294,75,52,55,65,75,developer,230000
3295,93,53,70,61,52,robotics engineer,880000
3296,70,68,81,78,62,senior developer,520000
3297,73,61,82,55,55,robotics engineer,850000
3298,76,82,96,96,71,robotics engineer,1210000
3299,50,76,51,52,59,robotics engineer,730000
3300,81,88,85,80,96,economist,460000
3301,98,96,79,89,93,robotics engineer,1140000
3302,76,83,60,95,50,data scientist,700000
3303,89,92,54,68,82,data scientist,800000
3304,61,69,64,66,90,data scientist,760000
3305,82,83,69,54,63,economist,410000
3306,95,73,63,87,96,developer,350000
3307,68,60,81,89,81,data scientist,660000
3308,62,78,87,62,73,data scientist,860000
3309,65,92,97,78,59,senior developer,640000
3310,72,99,93,67,91,developer,420000
3311,89,66,79,52,88,senior developer,540000
3312,92,52,72,50,67,developer,250000
3313,81,73,57,58,94,developer,350000
3314,50,66,79,70,71,developer,280000
3315,60,85,64,54,70,data scientist,760000
3316,80,70,77,96,87,robotics engineer,1000000
3317,51,91,53,90,54,senior developer,570000
3318,86,50,69,83,58,data scientist,700000
3319,80,79,75,55,85,junior developer,180000
3320,52,95,99,96,92,junior developer,160000
3321,68,63,86,61,95,robotics engineer,880000
3322,88,55,98,87,65,developer,290000
3323,61,97,68,89,58,developer,350000
3324,51,78,95,67,75,robotics engineer,850000
3325,89,58,82,58,55,junior developer,150000
3326,51,90,72,60,67,junior developer,130000
3327,83,56,82,98,68,developer,300000
3328,57,81,53,53,84,data scientist,830000
3329,54,87,57,52,81,robotics engineer,900000
3330,59,53,81,94,72,senior developer,440000
3331,56,78,93,77,78,senior developer,640000
3332,50,72,71,76,59,robotics engineer,980000
3333,63,66,51,53,61,data scientist,640000
3334,56,95,76,89,85,developer,380000
3335,60,56,59,96,86,robotics engineer,850000
3336,99,85,97,64,53,senior developer,600000
3337,83,84,68,74,84,data scientist,930000
3338,50,52,54,71,63,developer,190000
3339,82,96,73,66,50,senior developer,670000
3340,67,88,54,71,87,economist,390000
3341,76,65,58,75,69,robotics engineer,890000
3342,64,72,92,50,65,robotics engineer,780000
3343,58,92,55,54,55,robotics engineer,780000
3344,79,81,74,90,85,robotics engineer,1040000
3345,72,85,65,98,98,data scientist,740000
3346,76,87,85,60,78,developer,350000
3347,70,98,73,51,88,economist,390000
3348,93,65,88,93,96,robotics engineer,1000000
3349,61,98,60,99,85,robotics engineer,980000
3350,91,72,81,80,76,economist,400000
3351,64,65,75,74,61,senior developer,460000
3352,92,52,65,74,66,developer,300000
3353,76,72,53,78,77,junior developer,140000
3354,58,84,97,81,51,data scientist,850000
3355,96,56,58,78,65,data scientist,600000
3356,58,86,58,81,79,developer,300000
3357,53,59,85,66,52,economist,330000
3358,71,95,56,99,73,economist,420000
3359,54,56,65,88,96,junior developer,120000
3360,62,92,59,93,74,developer,320000
3361,52,80,97,59,50,junior developer,130000
3362,73,64,92,72,62,data scientist,660000
3363,90,50,73,72,81,developer,240000
3364,63,70,50,62,96,senior developer,440000
3365,73,66,57,87,81,developer,250000
3366,54,77,85,80,90,developer,320000
3367,84,52,77,60,71,economist,400000
3368,79,86,63,50,83,data scientist,860000
3369,76,89,60,76,87,developer,330000
3370,98,67,61,84,51,junior developer,170000
3371,59,82,62,70,84,senior developer,480000
3372,66,73,89,90,55,robotics engineer,980000
3373,69,75,81,75,90,developer,290000
3374,63,50,66,58,88,robotics engineer,710000
3375,58,89,96,89,50,developer,370000
3376,95,57,98,59,67,robotics engineer,750000
3377,69,90,50,92,74,senior developer,560000
3378,76,73,51,70,83,junior developer,170000
3379,71,88,61,53,91,data scientist,780000
3380,83,59,65,97,50,junior developer,160000
3381,58,70,78,51,85,data scientist,650000
3382,82,79,89,56,74,junior developer,170000
3383,74,78,70,70,64,junior developer,180000
3384,61,69,98,55,93,robotics engineer,800000
3385,75,94,80,82,57,developer,380000
3386,86,90,95,52,76,data scientist,870000
3387,95,52,72,53,66,robotics engineer,660000
3388,97,59,52,89,70,robotics engineer,960000
3389,85,63,83,51,64,data scientist,790000
3390,77,70,60,76,62,junior developer,150000
3391,81,78,87,75,92,economist,450000
3392,50,73,92,58,64,senior developer,570000
3393,87,95,96,94,95,economist,480000
3394,82,91,58,76,67,data scientist,940000
3395,51,64,62,77,93,economist,380000
3396,63,87,89,78,80,developer,300000
3397,51,83,73,90,95,economist,400000
3398,67,94,88,86,68,junior developer,180000
3399,84,57,67,75,62,data scientist,640000
3400,93,78,60,90,85,data scientist,760000
